AC,CALI,DEN,GR,NEU,RDEP,RMED
78.5368,9.108,2.472,76.1422,23.5054,0.9661,0.9898
79.3398,9.0476,2.4501,68.2428,19.9166,0.8956,0.9483
79.8467,9.0476,2.4205,65.9175,23.4163,0.8574,0.9033
81.3714,9.0476,2.3919,58.2753,20.9207,0.8081,0.8628
83.4597,9.0476,2.3759,59.8981,20.0377,0.7802,0.8241
84.9688,9.0476,2.3663,50.5771,20.9356,0.7677,0.8168
86.7275,9.0041,2.3518,47.3754,20.1036,0.7473,0.8213
87.004,8.8597,2.3393,44.7405,20.311,0.719,0.7929
81.4633,8.8571,2.3741,42.5841,17.4281,0.7019,0.769
75.9812,8.8571,2.4326,38.5137,20.2731,0.6963,0.7637
74.7936,8.8571,2.4391,39.0456,20.5318,0.7034,0.7691
77.0115,8.8571,2.4115,47.448,22.1806,0.7151,0.7871
79.7329,8.8571,2.4091,42.655,19.1498,0.7285,0.8124
81.2051,8.8512,2.4298,37.1193,14.0459,0.7527,0.8539
79.6816,8.7619,2.4488,38.8549,17.0136,0.794,0.9016
76.6967,8.7619,2.4577,44.5402,16.2541,0.837,0.9435
73.6888,8.7619,2.4772,42.1021,18.3253,0.8667,0.9779
71.0919,8.8571,2.5084,33.4749,15.0191,0.8874,1.0008
69.3592,8.8571,2.5204,33.5431,15.3675,0.891,0.9783
70.218,8.8571,2.4854,44.7895,16.5082,0.8438,0.8587
72.5821,8.8571,2.4496,44.7895,18.0648,0.7959,0.7823
75.3972,8.7619,2.4113,39.3413,17.5499,0.7425,0.725
78.4485,8.7619,2.3933,40.4925,20.2174,0.6948,0.6788
80.4112,8.7619,2.3816,44.7895,19.6876,0.6473,0.6294
83.1055,8.7619,2.3538,47.4034,22.9746,0.5776,0.5745
85.7862,8.7619,2.3145,50.1432,25.0846,0.5262,0.5381
88.8604,8.7619,2.2762,48.7681,21.5009,0.4868,0.518
90.9142,8.7619,2.2513,50.9017,22.9073,0.4576,0.51
91.5495,8.7619,2.2455,48.6054,21.9887,0.4488,0.5143
91.6218,8.7619,2.258,47.8268,27.0037,0.459,0.5233
90.7388,8.7619,2.2761,50.2552,22.0189,0.4824,0.5395
90.8169,8.7619,2.3001,47.4812,24.9923,0.5069,0.5678
88.3313,8.7619,2.3459,44.6968,22.0377,0.5346,0.6103
84.4263,8.8571,2.422,43.9794,22.9616,0.5812,0.6824
80.6774,8.8571,2.4616,38.5837,14.7644,0.637,0.7579
73.4672,8.8571,2.4923,38.9135,15.2717,0.6979,0.82
68.234,8.8571,2.5227,38.9371,14.8418,0.7803,0.8858
70.9481,8.8571,2.5061,39.9291,14.7357,0.8813,0.9208
74.2026,8.8571,2.4691,45.3179,15.1652,0.9562,0.9485
75.0178,8.8571,2.4747,48.2152,16.4495,1.0006,0.9587
76.3592,8.8571,2.5145,44.0713,18.3808,0.9863,0.9446
75.2688,8.8571,2.5122,52.8271,19.5504,0.9194,0.8842
72.9549,8.8571,2.4705,48.3797,20.6536,0.8195,0.7921
75.9333,8.8571,2.4161,53.3441,20.7477,0.7182,0.698
82.603,8.8571,2.3461,55.455,18.8008,0.6384,0.6072
91.3179,8.8571,2.2859,51.382,27.234,0.5729,0.5493
96.712,8.8571,2.2429,48.1522,27.6889,0.5373,0.5133
99.5138,8.8571,2.2351,49.9595,25.4308,0.5125,0.5006
98.1106,8.8571,2.2574,46.4254,28.9642,0.4828,0.4929
95.4538,8.8571,2.2936,54.2915,23.7872,0.4572,0.4804
93.5552,8.8571,2.3101,51.4091,26.5346,0.4415,0.4701
93.3508,8.9179,2.3052,49.1906,25.9283,0.4402,0.4723
92.5814,8.9379,2.3008,53.338,25.6534,0.4453,0.4795
92.0886,8.8571,2.3033,49.265,29.1266,0.4544,0.4863
93.0275,8.9524,2.298,53.2566,27.5134,0.4707,0.5014
94.7328,8.8859,2.2847,46.6817,23.3996,0.4887,0.5221
95.9029,8.8571,2.2797,43.9514,25.6076,0.5051,0.5454
95.1735,8.8571,2.2942,44.2139,22.9696,0.5313,0.5735
94.8518,8.8571,2.3122,42.9734,20.7631,0.5662,0.6074
93.6425,8.8571,2.3244,45.0056,22.0697,0.6115,0.6607
91.3152,8.8571,2.3513,49.2755,23.211,0.6719,0.707
87.3606,8.9323,2.3904,55.7279,25.9662,0.6965,0.7082
86.7793,8.9524,2.4406,55.3798,20.8106,0.6614,0.6746
82.7217,8.9524,2.4824,55.4524,23.512,0.6176,0.634
79.2248,8.9524,2.4723,57.3236,24.1049,0.5704,0.5808
81.0207,8.8715,2.4049,53.9696,28.5411,0.5314,0.5391
85.732,8.8571,2.324,48.1233,28.1955,0.5005,0.504
95.1463,8.8571,2.2816,42.2097,32.179,0.4721,0.4729
98.5923,8.8571,2.2724,46.5566,31.6899,0.4591,0.4686
98.7382,8.8571,2.2644,44.3766,30.4145,0.4783,0.5036
99.267,8.8571,2.2564,45.0589,24.2603,0.5166,0.5646
99.8372,8.8571,2.2741,43.8403,29.1401,0.5351,0.62
92.8602,8.8571,2.3602,42.2631,22.8345,0.5466,0.6384
78.0177,8.8571,2.4605,38.5714,17.1625,0.5546,0.6257
66.4561,8.8571,2.4554,38.1104,21.8572,0.5699,0.5991
67.8438,8.8571,2.3694,35.8316,24.5557,0.5887,0.5762
76.6362,8.8571,2.2925,40.0166,26.824,0.5897,0.567
84.7357,8.8571,2.2673,46.554,28.1059,0.5722,0.5727
91.2772,8.8571,2.2744,44.2183,23.8008,0.5598,0.598
93.1555,8.8571,2.2896,45.6853,21.8628,0.5453,0.6349
86.7503,8.8571,2.3204,43.1046,22.7382,0.5426,0.6545
79.1963,8.8571,2.3783,37.7045,19.8955,0.5601,0.6516
75.2651,8.8571,2.4367,39.0622,17.4722,0.5887,0.6482
73.3716,8.8456,2.4465,39.6317,17.6738,0.6287,0.658
75.9911,8.7619,2.4207,40.636,19.0933,0.6486,0.6665
79.4895,8.7619,2.4143,41.0174,18.9192,0.6379,0.6604
79.7604,8.7619,2.4315,39.1182,19.7233,0.6032,0.6237
80.4729,8.8571,2.4318,42.4276,21.1972,0.5642,0.5742
80.3961,8.8571,2.4016,40.1461,23.1602,0.5307,0.5431
82.6016,8.8571,2.3575,47.6133,21.1095,0.5171,0.5322
87.9726,8.8571,2.3222,49.3516,24.7616,0.512,0.5303
92.8785,8.8571,2.3202,55.7559,25.8666,0.4935,0.5244
94.0271,8.8571,2.3487,59.829,24.6107,0.463,0.5054
94.108,8.8831,2.3548,76.4641,24.4962,0.4272,0.4785
93.4714,8.9524,2.3364,76.3022,36.0448,0.3949,0.4499
93.2318,8.9524,2.3065,55.35,25.5445,0.3732,0.423
95.2105,8.9524,2.2763,48.4531,26.8674,0.355,0.3982
96.7968,8.8571,2.2514,44.7913,26.7189,0.3411,0.3848
97.9258,8.8571,2.2382,48.0481,30.1477,0.3254,0.3766
98.3038,8.8571,2.2477,49.6779,27.5457,0.3112,0.3776
98.3011,8.8571,2.2581,41.7487,26.246,0.305,0.3883
95.6984,8.8571,2.2683,46.6388,24.5409,0.3067,0.4057
93.8181,8.8571,2.2796,42.0208,24.0869,0.3124,0.4306
92.7565,8.8571,2.2967,46.5811,22.8369,0.3258,0.463
92.0289,8.8571,2.3061,51.6304,20.8288,0.3454,0.5058
90.6876,8.9524,2.3109,46.0921,22.9319,0.3865,0.5755
89.2604,8.9524,2.3535,43.1064,20.046,0.4737,0.6853
85.0869,8.9524,2.4345,54.5872,18.9797,0.5914,0.8046
80.8622,8.9524,2.4901,56.4348,15.9608,0.7327,0.8944
75.3671,9.0476,2.5127,59.5569,14.5443,0.9088,1.0006
70.9101,8.9524,2.5327,46.3974,13.4379,1.1348,1.1063
68.3349,8.9524,2.54,38.358,13.2279,1.3274,1.2205
66.4935,8.9524,2.5187,34.2535,16.8834,1.4307,1.329
67.8646,8.9524,2.4822,35.5622,15.5197,1.5044,1.3734
69.482,8.9524,2.4604,35.8316,14.715,1.5507,1.3779
72.7739,8.9524,2.4718,35.8316,14.2149,1.5876,1.3747
74.4188,8.9638,2.5119,35.0434,13.9594,1.6372,1.3846
73.5522,9.0476,2.5454,32.9841,12.3671,1.7224,1.5003
70.2374,9.0476,2.5748,34.5789,12.9455,1.8471,1.6482
67.7401,9.0476,2.5982,35.8333,11.0161,1.936,1.7468
66.8905,8.9524,2.6124,36.8026,11.4246,1.9579,1.7678
65.2072,8.9524,2.6218,34.9691,12.0454,1.9122,1.7006
64.1942,8.9524,2.6404,33.2842,10.9043,1.716,1.5506
67.1438,8.9524,2.6265,38.9179,17.6522,1.3508,1.2813
68.3359,8.9294,2.5564,46.8286,18.7523,0.9604,0.9315
72.774,8.8571,2.477,50.2132,17.2626,0.7179,0.6646
78.4635,8.8571,2.3773,54.2215,27.4017,0.5788,0.5484
83.7066,8.8571,2.2813,57.0646,26.8489,0.4919,0.4844
91.6383,8.7619,2.2454,51.6006,25.6527,0.4226,0.4409
94.6319,8.7619,2.2394,55.0482,27.5339,0.3702,0.4028
94.4167,8.7619,2.2412,48.0612,32.3332,0.3305,0.3735
94.7109,8.7619,2.2397,48.5686,24.5423,0.2904,0.3633
93.8302,8.7619,2.2382,47.4769,25.1627,0.2831,0.3691
93.9565,8.7619,2.2479,50.6226,23.179,0.291,0.3804
93.3135,8.8198,2.2676,48.0542,25.2841,0.3108,0.3977
92.9309,8.7619,2.2901,49.6709,25.1627,0.3387,0.4191
91.7436,8.7619,2.301,52.6469,23.4808,0.3672,0.4445
91.0897,8.7619,2.3095,60.087,21.8482,0.3978,0.473
89.1765,8.7619,2.309,58.4643,24.8407,0.4343,0.5118
89.1371,8.8541,2.2989,60.0468,19.8611,0.4885,0.5501
90.6388,8.8571,2.3044,54.2102,25.3586,0.5443,0.5861
88.8469,8.7621,2.3222,58.2176,22.5534,0.5986,0.6335
89.1327,8.8571,2.3572,54.6677,23.9773,0.6476,0.6873
88.6685,8.7646,2.3967,51.2122,25.965,0.7055,0.7398
87.1317,8.8571,2.448,56.922,25.3832,0.7831,0.799
84.7009,8.8627,2.4943,45.1044,15.0959,0.8456,0.8675
80.4144,8.9524,2.4957,51.7074,21.2132,0.8853,0.9301
73.2424,9.0476,2.4674,47.895,17.3842,0.9127,0.9575
73.3932,9.0476,2.4288,47.3299,16.5137,0.9436,0.9494
77.8377,9.0363,2.4082,57.3953,17.1218,0.9475,0.9149
81.2106,9.0128,2.4058,64.4969,19.8857,0.9164,0.8608
84.7453,9.0618,2.4001,70.5924,25.4867,0.8525,0.8023
87.4677,9.1429,2.3932,63.3054,27.3747,0.747,0.7432
87.4591,9.1429,2.3831,58.9402,24.9963,0.6612,0.6923
88.1477,9.1429,2.364,58.8142,25.1353,0.5802,0.6398
89.4509,9.1429,2.3409,54.8313,22.4573,0.5209,0.5888
91.2406,9.1429,2.3148,54.889,20.4365,0.4861,0.5567
92.7114,9.1429,2.2979,57.9412,21.311,0.4677,0.5495
92.8679,9.1429,2.3146,58.6428,28.1628,0.4599,0.5592
91.1178,9.1429,2.3694,64.6876,22.4411,0.4606,0.5809
114.7711,9.2177,2.4099,60.4684,21.0599,0.4767,0.6176
121.4714,9.2381,2.4209,61.6346,19.4191,0.5196,0.6865
119.879,9.2381,2.464,63.1987,16.5067,0.5826,0.7573
103.4689,9.2696,2.5456,59.1405,16.419,0.6143,0.8029
71.0975,9.2527,2.612,47.6798,17.354,0.6404,0.8417
68.2897,9.2381,2.6263,50.4879,16.8106,0.6849,0.8758
67.4353,9.3216,2.5994,48.7033,17.6509,0.7534,0.9083
73.2724,9.2381,2.5268,49.3437,16.4958,0.8006,0.9332
74.3401,9.2381,2.47,49.5825,16.5027,0.8187,0.9317
76.8389,9.2381,2.4542,37.4832,18.0429,0.8272,0.9165
79.1738,9.3274,2.4519,46.0772,15.6977,0.8272,0.9114
78.3553,9.3333,2.4464,42.4214,21.7789,0.8414,0.9135
80.4576,9.3333,2.4293,43.8937,17.775,0.8759,0.9332
83.3606,9.3333,2.411,44.3259,16.5493,0.9252,0.9899
84.2337,9.3333,2.3919,40.3237,16.105,0.9795,1.0518
82.6432,9.3333,2.3971,43.8027,14.3617,1.0234,1.1172
80.9361,9.3333,2.4404,42.8265,10.246,1.105,1.1749
78.1243,9.3333,2.5011,39.6457,11.8186,1.1918,1.2554
75.0245,9.3333,2.5446,44.3766,12.285,1.2977,1.3315
70.635,9.3333,2.5547,41.2177,12.6618,1.3348,1.3259
63.3718,9.3333,2.555,44.947,13.7495,1.3192,1.2771
68.4357,9.3333,2.5402,48.2029,16.7656,1.2554,1.1763
73.4964,9.1316,2.4822,53.324,20.4291,1.1707,1.0795
78.5603,9.0476,2.4057,50.1642,20.1997,1.0792,0.9879
83.4567,9.0476,2.3459,54.9091,20.0667,0.9384,0.899
85.9404,8.9844,2.3409,58.2193,22.3326,0.7621,0.7799
84.4073,9.0476,2.3682,58.131,20.6816,0.6389,0.6976
84.1792,9.1137,2.3574,69.2733,21.7201,0.5726,0.6447
85.2631,9.0277,2.324,64.2292,23.4653,0.5255,0.5912
84.1916,8.8834,2.3291,59.0312,24.2255,0.4734,0.5432
82.4533,8.8571,2.3447,52.1701,25.9893,0.4232,0.5013
82.435,8.8571,2.3329,50.823,26.9428,0.3807,0.4656
84.9771,8.8571,2.3001,47.7183,31.0608,0.3605,0.4495
87.8828,8.8571,2.276,49.076,25.4101,0.348,0.4441
90.2342,8.8857,2.2778,42.9962,25.7264,0.3439,0.4423
91.1274,8.9524,2.291,49.2684,29.6971,0.3479,0.4428
90.644,8.9209,2.303,57.3306,25.5745,0.3655,0.4516
91.4595,8.8571,2.3067,55.8154,25.701,0.3976,0.4847
92.4192,8.8915,2.3125,59.2674,22.6674,0.4469,0.564
90.9741,9.0358,2.3753,47.7962,23.4575,0.5071,0.6641
79.6531,9.0476,2.4838,49.6604,20.1879,0.5899,0.7603
70.0762,9.0476,2.5456,43.4178,17.1445,0.6576,0.8312
63.1789,9.0476,2.5609,43.2332,16.0907,0.7201,0.9124
60.6355,9.0476,2.5611,40.5992,14.8782,0.8328,0.9773
64.1136,9.0476,2.5312,40.3105,13.4566,0.9304,0.9866
67.0171,9.0476,2.4752,38.5802,15.1677,0.9986,0.9636
73.2589,9.0476,2.4092,45.6188,15.2893,0.9781,0.8898
80.4428,9.0476,2.3611,49.2614,17.6439,0.9095,0.8036
82.7083,9.1429,2.3594,52.4982,20.6423,0.8218,0.7644
84.2986,9.1429,2.3751,68.0564,20.4548,0.7441,0.7177
86.1869,9.0912,2.3819,66.6987,23.1778,0.6916,0.6789
85.2827,9.0476,2.381,72.559,23.969,0.6556,0.658
84.5696,9.0476,2.384,72.559,25.1737,0.6482,0.6534
85.483,9.0476,2.3839,70.456,22.3825,0.6454,0.6661
85.5455,9.0476,2.3769,60.1675,20.7493,0.6516,0.6896
87.0908,9.0476,2.362,49.4784,27.4054,0.6596,0.7085
86.1365,9.0476,2.3652,45.9582,22.8595,0.6626,0.7153
81.1707,9.0476,2.4005,40.0464,20.3808,0.656,0.7152
73.3927,9.0476,2.4246,38.519,18.5726,0.6498,0.6964
69.9506,9.0476,2.3944,42.1021,16.8277,0.6451,0.6801
73.9707,9.0476,2.3628,46.4499,25.5447,0.6427,0.6619
77.9073,9.0674,2.3614,58.8999,22.8326,0.6415,0.6502
82.7272,9.1429,2.3664,65.0148,21.605,0.6402,0.6482
86.6497,9.2381,2.369,74.8615,23.9863,0.637,0.6624
87.6553,9.2381,2.3997,69.4167,26.1921,0.6183,0.6912
87.8505,9.2381,2.4306,61.3284,24.1673,0.6219,0.7137
85.7725,9.2381,2.424,62.1253,22.0359,0.6512,0.73
84.3098,9.2381,2.4001,64.4041,21.952,0.708,0.7518
83.7287,9.2381,2.373,67.7476,21.6412,0.8294,0.789
83.7897,9.2381,2.3776,61.2767,24.3745,0.9552,0.8387
84.8725,9.2381,2.4253,46.5198,21.511,1.0637,0.9227
82.625,9.2039,2.4811,44.3976,14.9697,1.2017,1.071
77.9004,9.2262,2.5354,35.8316,11.8061,1.3688,1.2742
73.2596,9.2381,2.5757,43.6496,11.7062,1.522,1.499
69.0546,9.1519,2.5979,41.8003,11.3103,1.6136,1.669
67.0007,9.1429,2.6188,40.5975,11.0468,1.6091,1.6352
66.2766,9.1429,2.6187,38.519,12.3473,1.5192,1.5181
66.0187,9.1429,2.6045,43.2227,12.3095,1.4243,1.3787
64.5823,9.1429,2.5758,50.0068,13.4542,1.3422,1.1822
66.9163,9.0476,2.5326,43.3583,14.6901,1.2541,1.0375
69.2735,9.0476,2.4968,41.2282,17.5002,1.1806,0.9316
91.9468,9.0476,2.4847,40.7103,17.3877,1.0389,0.8226
91.7626,9.0476,2.5039,36.8639,18.372,0.8836,0.7231
93.5867,9.0476,2.5008,40.6482,20.6462,0.7398,0.6453
93.6795,8.9524,2.4035,49.3682,20.7858,0.6226,0.5919
87.0553,8.898,2.3339,53.6188,24.0642,0.606,0.5798
90.5885,8.7619,2.2936,55.385,19.8895,0.5845,0.5753
90.7963,8.7619,2.2959,54.2863,22.4537,0.5578,0.5729
89.6675,8.7619,2.3273,50.6436,24.1527,0.5332,0.5568
89.2688,8.7619,2.348,49.7408,22.6031,0.4974,0.5189
88.3509,8.7619,2.341,48.7663,21.8964,0.4567,0.4669
88.6824,8.7619,2.3225,48.0945,28.3407,0.425,0.4307
91.3946,8.7619,2.2976,48.056,29.4221,0.3987,0.4066
93.0277,8.7619,2.2625,49.6822,28.0119,0.3678,0.393
95.8084,8.7619,2.2465,47.4454,26.3952,0.3498,0.384
95.4382,8.7619,2.2407,45.1884,27.5957,0.3373,0.3826
94.3217,8.7619,2.2417,39.5364,29.1058,0.3273,0.3872
92.7204,8.7619,2.2651,42.313,27.4298,0.322,0.393
91.8647,8.8317,2.2863,47.1864,24.1094,0.3182,0.3993
92.0565,8.7619,2.2895,50.2395,22.1853,0.3187,0.406
92.0409,8.7619,2.3031,43.5315,22.853,0.329,0.4142
90.3389,8.8394,2.3478,45.5182,25.932,0.3414,0.4253
88.439,8.8571,2.3866,46.5811,20.6231,0.3603,0.4392
84.8232,8.8571,2.3922,40.5345,22.2051,0.3836,0.4553
81.2245,8.8571,2.3821,39.8032,18.8228,0.4015,0.4686
80.4177,8.8571,2.3624,42.1021,21.213,0.4133,0.4863
80.814,8.8571,2.3413,46.9765,23.7827,0.4372,0.5083
82.3544,8.8571,2.3473,55.4524,20.2053,0.477,0.532
84.9662,8.8571,2.3695,55.1637,27.0966,0.5129,0.5559
84.5905,8.8571,2.3793,57.9884,22.8431,0.5419,0.583
85.3412,8.9524,2.3578,57.551,29.0953,0.5607,0.5905
86.4471,9.0442,2.3244,53.1105,24.4731,0.5669,0.5873
88.8789,9.0476,2.2938,52.8516,23.907,0.5663,0.5837
90.1672,9.0476,2.2838,62.6476,19.8871,0.5706,0.5822
89.4124,8.9524,2.3124,58.683,22.2362,0.5698,0.5842
87.3338,8.9547,2.335,53.8568,21.1903,0.5656,0.5853
85.8484,9.0476,2.3454,55.3238,24.8147,0.5623,0.5901
85.3398,9.0528,2.3511,53.6494,22.937,0.5633,0.6037
84.1536,9.1429,2.3503,50.4232,19.9827,0.5661,0.6196
84.2107,9.1429,2.3457,57.1608,20.7194,0.5662,0.6292
82.8534,9.0857,2.3404,47.2993,19.8414,0.5645,0.6331
83.1309,9.0476,2.3502,47.064,18.8436,0.5644,0.6324
83.9717,9.0476,2.3555,48.4146,19.9029,0.5944,0.6331
85.3296,9.0476,2.3395,46.3204,28.4681,0.6115,0.636
86.2927,9.0476,2.3294,46.5662,25.8717,0.6375,0.6507
87.0551,9.0476,2.3329,46.3746,16.8257,0.6779,0.667
86.9749,9.0476,2.3662,40.587,15.2602,0.7342,0.677
84.9711,9.0476,2.4107,36.0433,14.953,0.8328,0.6826
81.8925,9.0476,2.4334,36.4317,15.4875,0.957,0.913
79.0381,9.0476,2.4436,35.8806,12.8317,1.1027,1.079
75.9691,9.1192,2.479,34.4914,13.435,1.2184,1.1821
73.7334,9.1682,2.5153,33.0847,14.3397,1.3081,1.2745
72.0092,9.2381,2.5029,43.0697,14.0749,1.3783,1.3431
67.605,9.2381,2.4906,36.7274,12.859,1.4385,1.379
68.5742,9.3155,2.5055,41.8222,11.9262,1.4964,1.426
69.3056,9.4597,2.5362,40.3438,13.4669,1.5313,1.4748
70.472,9.5238,2.552,36.7274,11.6876,1.5655,1.5085
71.0209,9.5238,2.5479,39.9291,13.5632,1.5958,1.5278
72.8281,9.5238,2.5482,41.775,13.0774,1.6093,1.5378
73.3593,9.5238,2.545,36.5813,12.9547,1.6485,1.5412
75.9788,9.4379,2.5362,37.3607,11.8183,1.6716,1.5575
70.5298,9.4286,2.5387,38.372,10.9857,1.6506,1.5671
70.2684,9.4286,2.5504,38.5793,11.9789,1.6307,1.5595
70.1105,9.4286,2.5638,36.8507,13.2888,1.629,1.5306
68.3213,9.4286,2.5693,31.6851,15.3,1.6579,1.4589
71.0469,9.4286,2.536,37.5077,15.0869,1.6511,1.3714
72.5625,9.4286,2.4486,42.9796,16.9634,1.6158,1.2932
74.9022,9.3333,2.3688,45.6853,25.0053,1.5827,1.2219
73.0638,9.2381,2.356,54.4542,23.9472,1.5286,1.1808
80.4581,9.2381,2.3979,53.3415,17.5963,1.4435,1.1347
77.7879,9.2381,2.4269,49.076,25.4743,1.3313,1.0299
76.0876,9.2381,2.4153,51.2953,29.3655,1.2985,0.9278
77.8841,9.2381,2.3975,54.3493,33.4089,1.2497,0.8285
76.2299,9.2381,2.3792,64.6736,29.4014,1.0276,0.7493
83.5753,9.2381,2.3526,65.7767,27.2765,0.8832,0.6731
88.1204,9.2381,2.2981,60.681,26.8641,0.7527,0.5887
98.6285,9.1429,2.2682,54.6432,23.7879,0.6347,0.5188
96.5352,9.1429,2.2643,54.6432,24.9436,0.554,0.4883
95.6371,9.1429,2.2566,48.8862,29.1649,0.4998,0.4736
95.083,9.0771,2.2609,43.7879,30.5589,0.4607,0.4622
95.5329,9.0476,2.2724,50.3025,22.8276,0.4431,0.4637
94.8577,9.1163,2.2875,50.3497,23.5104,0.4446,0.4699
94.4017,9.1204,2.3071,51.7975,21.608,0.4628,0.4885
94.9142,9.0476,2.341,53.7544,19.59,0.5077,0.5127
94.1641,9.1429,2.3862,55.651,23.9617,0.5621,0.5575
91.3779,9.1429,2.4333,58.1144,19.7411,0.6029,0.62
89.8032,9.2381,2.4541,51.06,20.0066,0.6234,0.6596
90.4663,9.1608,2.3941,45.9714,24.0062,0.6282,0.6709
82.8123,9.1429,2.3266,42.9979,17.6066,0.629,0.6568
75.7232,9.1429,2.3195,42.9979,22.9632,0.6293,0.6315
78.026,9.1429,2.3368,48.5056,24.4785,0.623,0.6013
80.7048,9.1429,2.3425,54.8181,29.5739,0.6073,0.5677
89.8196,9.1429,2.3466,53.5444,24.2928,0.5799,0.5409
92.1785,9.2287,2.3498,56.2581,24.1365,0.5469,0.522
91.0128,9.1826,2.3432,53.8235,26.439,0.5191,0.5085
89.9898,9.2381,2.3219,56.4348,22.7483,0.493,0.4983
91.177,9.1429,2.2911,54.0308,24.6553,0.4663,0.4965
92.7737,9.1429,2.2808,49.3367,23.7177,0.45,0.5015
92.7122,9.1429,2.314,35.3636,20.7722,0.4487,0.5149
90.6086,9.1429,2.3445,32.2764,24.609,0.4525,0.5275
88.9813,9.1429,2.3399,31.8355,19.025,0.4627,0.5426
86.3099,9.1429,2.3113,34.1004,19.5368,0.475,0.5583
85.9612,9.1429,2.3174,38.6554,24.7113,0.488,0.5733
87.5977,9.1479,2.3992,37.5759,22.3996,0.5172,0.5972
90.925,9.2922,2.5111,36.2183,19.0487,0.5763,0.6574
87.4332,9.4286,2.5895,33.1442,14.2793,0.6462,0.7475
77.9687,9.4286,2.6118,35.8255,11.7853,0.7238,0.8196
68.2178,9.4394,2.6094,43.2009,12.1179,0.8267,0.9131
66.4215,9.5238,2.6058,41.9727,11.5462,1.0034,1.0535
65.1228,9.619,2.6002,44.1509,10.286,1.2679,1.262
57.0412,9.619,2.6024,46.8663,10.4076,1.5941,1.5091
66.6841,9.619,2.5948,40.0376,9.8754,1.8621,1.7468
66.0599,9.619,2.5851,43.6155,11.2234,2.1419,1.9878
66.8855,9.619,2.5968,38.7385,11.0651,2.2783,2.1689
67.6063,9.619,2.6083,41.4233,9.9047,2.301,2.232
67.2517,9.619,2.5953,31.7725,10.361,2.2851,2.2279
67.5,9.619,2.5946,37.1753,10.2801,2.2269,2.2176
60.9589,9.619,2.6031,40.9693,9.5753,2.0856,2.183
57.2189,9.619,2.608,44.5043,8.8,2.0247,2.144
58.5156,9.6471,2.6091,36.6242,9.5615,1.9665,2.0905
57.9457,9.7143,2.6154,39.245,8.3273,1.8915,2.043
47.2031,9.7143,2.6191,39.9755,8.4453,1.8082,2.0008
47.2031,9.7143,2.6111,38.4787,9.3966,1.7367,1.9633
48.3862,9.7143,2.5979,34.0995,11.2287,1.6876,1.9349
59.6267,9.7143,2.5847,38.1699,7.9777,1.6546,1.9103
62.0312,9.7143,2.5866,36.164,8.9278,1.6171,1.8866
64.2682,9.7143,2.5854,36.8201,10.4752,1.59,1.8495
63.4393,9.7143,2.5716,37.6232,8.1894,1.5606,1.7487
4.864,9.7143,2.5635,33.4548,9.5758,1.5193,1.6317
1.0251,9.7143,2.565,41.125,10.5375,1.4784,1.5682
1.25,9.7143,2.5698,42.2771,10.4517,1.4387,1.5328
21.4816,9.7143,2.5706,38.1341,11.4125,1.4015,1.4942
40.7295,9.7143,2.5629,34.9516,12.2177,1.372,1.475
40.7031,9.7143,2.5289,43.8325,12.6232,1.3378,1.4508
46.0704,9.7143,2.5097,40.4453,13.3179,1.2939,1.4275
37.6556,9.7143,2.5274,45.6188,13.0553,1.2695,1.4219
37.5394,9.7143,2.5423,47.8627,15.1588,1.2565,1.4216
23.99,9.7143,2.5362,40.552,15.8574,1.2339,1.4068
13.5001,9.8095,2.5145,41.3533,14.9913,1.2141,1.3766
15.1688,9.8095,2.477,46.7455,14.1415,1.1966,1.3498
25.9364,9.8095,2.4449,45.8865,13.6453,1.206,1.3266
87.0625,9.8095,2.4492,45.7894,15.8926,1.2312,1.3456
81.6733,9.8095,2.4983,45.0449,14.5888,1.2381,1.422
77.2656,9.8095,2.5318,45.4019,15.9506,1.2562,1.4768
60.7322,9.7143,2.5607,45.8401,13.6731,1.2726,1.5008
60.5613,9.7143,2.5872,48.4313,13.5776,1.2776,1.5105
61.241,9.7336,2.5923,47.8268,11.0121,1.2923,1.5035
62.1592,9.8095,2.5794,45.6853,10.6041,1.3073,1.4845
64.4245,9.8095,2.5716,48.7313,12.7116,1.3226,1.4674
64.6214,9.7382,2.5534,50.1677,12.6196,1.3211,1.4539
25.881,9.6892,2.5378,47.2407,13.2362,1.3103,1.4509
26.2275,9.619,2.5595,44.4868,12.1116,1.2793,1.4417
31.7826,9.7143,2.6069,40.0988,11.9846,1.2556,1.43
42.5542,9.7143,2.6438,43.1685,14.0409,1.2512,1.4083
41.9531,9.7143,2.6199,53.4815,12.1085,1.2636,1.3798
41.9531,9.7143,2.5661,47.3028,13.4353,1.2751,1.3726
56.3369,9.7143,2.5209,45.7754,14.9627,1.2764,1.3852
86.0,9.7143,2.4917,43.3076,14.7512,1.2835,1.3981
75.5607,9.7143,2.4816,33.1442,16.835,1.288,1.4251
68.0625,9.7999,2.4915,38.784,19.2795,1.3097,1.4713
66.9375,9.8095,2.5193,41.7303,15.4677,1.3213,1.5327
66.9375,9.8095,2.5451,33.7111,13.2097,1.3496,1.5663
70.5631,9.8095,2.5627,38.9249,12.4795,1.3861,1.5769
73.1719,9.8095,2.5725,38.7342,9.3964,1.4438,1.5967
67.4352,9.8095,2.5684,37.9294,11.1454,1.4872,1.62
67.1196,9.8095,2.5719,35.7879,11.7254,1.5121,1.6288
